Facility Name,Primary Service Category,Layers of Care Provided,Parish,City,Physical Address,Intake / Admissions Phone,After-Hours Coverage Line,Admin Email Contact,Age Groups Treated (Ages),Total Psychiatric Bed Count,Specialized Clinical Tracks,Medicaid Enrolled (Y/N),Medicare Enrolled (Y/N),Commercial Insurance Accepted,Discharge Planning / Referral Liaison,program_name,clarity_fit,notes
New Beginnings Behavioral & Family Services,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,10001 Lake Forest Blvd Ste 607,5042651230.0,,newbeginnings.nola@yahoo.com,,0,Substance Use Disorder,,,,AKILAH  WASHINGTON,New Beginnings Behavioral & Family Services,,
New Orleans East Behavioral Health Center,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"5630 Read Blvd, 2nd floor",5046205207.0,,sherridell.lewis@la.gov,,0,Substance Use Disorder,,,,Sherridell  Lewis,New Orleans East Behavioral Health Center,,
New Orleans Healthy Health LLC,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,7060 Read Ln Suite 200,5042469860.0,,n.o.hhc@att.net,,0,Substance Use Disorder,,,,Tiffany  Perry,New Orleans Healthy Health LLC,,
New Outlook Behavioral Health Center-New Orleans,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,"200 S.Broad Street, Suite 8",5042980045.0,,crose.nobhc@gmail.com,,0,Substance Use Disorder,,,,Chevelle  Rose,New Outlook Behavioral Health Center-New Orleans,,
Next Step Health Services,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,4528 Freret Street,5043092533.0,,nextstephealthservicesno@gmail.com,,0,Substance Use Disorder,,,,Keisha  Holmes,Next Step Health Services,,
Greenpath International Inc,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,411 South Broad Street,5048272928.0,,sairhia@cox.net,,0,Substance Use Disorder,,,,Sari  Airhia,Greenpath International Inc,,
Gwangis Counseling Research Training-New Orl,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,2138-2140 St. Bernard Avenue,5049431857.0,,gwangi@gmail.com,,0,Substance Use Disorder,,,,Mequana  Richardson,Gwangis Counseling Research Training-New Orl,,
"Genesis Housing,Counseling &Outreach Services, INC",Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,"10001 Lake Forest Blvd, Ste 514",5047566363.0,,genesiscounseling2017@gmail.com,,0,Substance Use Disorder,,,,Karen  LeBeaux,"Genesis Housing,Counseling &Outreach Services, INC",,
"360 Mental Health, LLC",Behavioral Health Service,Behavioral Health Service,Iberia,New Iberia,"1614 East Main Street, Suite D",3372565917.0,,mentalhealth360@yahoo.com,,0,Substance Use Disorder,,,,Tiffany  Brown,"360 Mental Health, LLC",,
"A Plus Family and Community Services, LLC",Behavioral Health Service,Behavioral Health Service,Iberia,New Iberia,"902 Jefferson Terrace, Suite E",3372568704.0,,Kjames.soar@outlook.com,,0,Substance Use Disorder,,,,keithlynn  james,"A Plus Family and Community Services, LLC",,
AAHSD New Iberia Behavioral Health Clinic,Behavioral Health Service,Behavioral Health Service,Iberia,New Iberia,611 West Admiral Doyle Drive,3373730002.0,,ellen.deaton@la.gov,,0,Substance Use Disorder,,,,Ellen  Deaton,AAHSD New Iberia Behavioral Health Clinic,,
"Beyond Words, Inc-New Iberia",Behavioral Health Service,Behavioral Health Service,Iberia,New Iberia,177 Duperier Avenue,3373216691.0,,1beyondwords@gmail.com,,0,Substance Use Disorder,,,,Kizzy  Dixon,"Beyond Words, Inc-New Iberia",,
"Helping Hands Outreach,LLC",Behavioral Health Service,Behavioral Health Service,Iberia,New Iberia,411 Weeks St,3373219170.0,,office@hhollc.org,,0,Substance Use Disorder,,,,Karen  Gouch,"Helping Hands Outreach,LLC",,
Keys for Sober Living-New Iberia,Behavioral Health Service,Behavioral Health Service,Iberia,New Iberia,132 West St. Peter Street,3373649094.0,,jwils33@alumni.lsu.edu,,0,Substance Use Disorder,,,,Stacey  Ramke,Keys for Sober Living-New Iberia,,
New Approaches Mental Health Services,Behavioral Health Service,Behavioral Health Service,Iberia,New Iberia,"209 W Main Street, Suite 2",3373219204.0,,new.approaches@yahoo.com,,0,Substance Use Disorder,,,,Johonnah  Metzel,New Approaches Mental Health Services,,
"Future Winners, LLC",Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,"2714 Canal Street, Suite 405",5045264747.0,,rakeem@futurewinnersllc.com,,0,Substance Use Disorder,,,,Rakeem  Anthony,"Future Winners, LLC",,
Chartres-Ponchartrain Behavioral Health Center,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,719 Elysian Fields Ave,5045682178.0,,tremika.simon@la.gov,,0,Substance Use Disorder,,,,Maria  Alexander,Chartres-Ponchartrain Behavioral Health Center,,
Children''''''''s Bureau of New Orleans,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"2626 Canal St., Ste 201",5045252366.0,,cbnoechildrensbureau@nola.org,,0,Substance Use Disorder,,,,Paulette  Carter,Children''''''''s Bureau of New Orleans,,
Choices Behavioral Health and Wellness,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,2331 Canal Street,5043043737.0,,mtucker@choicesbhw.com,,0,Substance Use Disorder,,,,Michael  Tucker,Choices Behavioral Health and Wellness,,
Ciara Independent Living,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,1424 Dante Street,5043106933.0,,bwortham@ccano.org,,0,Substance Use Disorder,,,,Ben  Wortham,Ciara Independent Living,,
"Clarke Community Services, LLC",Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,3308 Tulane Avenue Suite 407,5048216830.0,,info.clarkecs@yahoo.com,,0,Substance Use Disorder,,,,DeShanna  Weaver,"Clarke Community Services, LLC",,
"Community Care Solutions, Inc",Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"200 South Broad Street, Suite 7",5043099991.0,,anbutler82@yahoo.com,,0,Substance Use Disorder,,,,Anice  Butler,"Community Care Solutions, Inc",,
"Community Therapeutic Services, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,1608 S Salcedo St,5048210053.0,,missjudie1@aol.com,,0,Substance Use Disorder,,,,Judith  Woods,"Community Therapeutic Services, LLC",,
Council on Alcohol & Drug Abuse Greater NOLA,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"2640 Canal Street, 4th Floor",5048212232.0,,jbracey@cadagno.org,,0,Substance Use Disorder,,,,Joyce  Bracey,Council on Alcohol & Drug Abuse Greater NOLA,,
Counsel NOLA,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,2115 Carondelet Street,5043715512.0,,josienne@counselnola.com,,0,Substance Use Disorder,,,,Josienne  Goodrow,Counsel NOLA,,
Crescent Care,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,"2601 Tulane Avenue, Suite 500",5048212601.0,,noel.twilbeck@crescentcare.org,,0,Substance Use Disorder,,,,Noel  Twilbeck,Crescent Care,,
Crescent Community Outreach,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,7240 Crowder Blvd Suite 400,5043233440.0,,cco.lrhenderson@gmail.com,,0,Substance Use Disorder,,,,Michell  Strickland,Crescent Community Outreach,,
"D Counseling & Family Therapy, LLC",Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,1836 Saint Bernard Avenue,5046032389.0,,dooleyscounseling@gmail.com,,0,Substance Use Disorder,,,,Steve  Dooley III,"D Counseling & Family Therapy, LLC",,
Destined for a Change,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,2968 General Collins Avenue,5043945937.0,,dfacinc@gmail.com,,0,Substance Use Disorder,,,,Drew  Armstead,Destined for a Change,,
"Divine Intervention Rehabilitation, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"3221 Behrman Place, Suite 201",5042632800.0,,sjosephdukes@dirnola.com,,0,Substance Use Disorder,,,,Shermona Joseph-Dukes,"Divine Intervention Rehabilitation, LLC",,
Doing Things Together Inc,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,4480 General DeGaulle Dr. Ste 211,5043929717.0,,doingthingstogetherinc@yahoo.com,,0,Substance Use Disorder,,,,Anne-Marie  Brown,Doing Things Together Inc,,
"Dynamic Healthcare, Inc",Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"8080 Crowder Blvd, Suite D",5042441313.0,,dynamichealthcareinc@gmail.com,,0,Substance Use Disorder,,,,Monique  Jeanmarie,"Dynamic Healthcare, Inc",,
Eclectic Counseling Services,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"6305 Elysian Fields Ave, Suite 404",5042817735.0,,rjones4@uno.edu,,0,Substance Use Disorder,,,,Racquel  Becknell,Eclectic Counseling Services,,
"Ekems Healthcare, Inc",Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,8470 Morrison Rd,5042481581.0,,ekemshealthcarei@bellsouth.net,,0,Substance Use Disorder,,,,Robin  Ekechukwu,"Ekems Healthcare, Inc",,
Empowerment Behavioral Services,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,209 N.Broad Sr.,5045771154.0,,changeconsulting1@gmail.com,,0,Substance Use Disorder,,,,Belinda  Talley-Tinner,Empowerment Behavioral Services,,
"Enhanced Destiny Services, Inc",Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,2740 Iberville Street,5048218184.0,,info@enhanceddestinyservices.org,,0,Substance Use Disorder,,,,Shelia M Dixon,"Enhanced Destiny Services, Inc",,
"Essential Care Services, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,3901 Ulloa Street,5042675712.0,,escinfo@essentialcareservices.com,,0,Substance Use Disorder,,,,Tyra  Gonzalez,"Essential Care Services, LLC",,
Family Care Inc,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,3520 General DeGaulle Dr. Suite 4070,5043637449.0,,familycaregno@familycaregno.com,,0,Substance Use Disorder,,,,Robert  Salus,Family Care Inc,,
Family Preservation Services,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,"3801 Canal Street, Suite 220",5044822735.0,,ashley.bock@pathways.com,,0,Substance Use Disorder,,,,Ashley  Bock,Family Preservation Services,,
Family Service of Greater New Orleans,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"2515 Canal Street, Suite 201",5048220800.0,,family@fsgno.org,,0,Substance Use Disorder,,,,Debra  Morton,Family Service of Greater New Orleans,,
"Cherish Life Counseling Services, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"4480 General DeGaulle Drive, Suite 103",5046178001.0,,shikalewis28@gmail.com,,0,Substance Use Disorder,,,,Renshika  Lewis,"Cherish Life Counseling Services, LLC",,
Central City Behavioral Health Center,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,2221 Philip Street,5045683130.0,,Tremika.Simon@la.gov,,0,Substance Use Disorder,,,,Tremika  Simon,Central City Behavioral Health Center,,
"Center for Hope Children and Family Services, LLC",Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"5630 Crowder Blvd, Suite 208",5042416006.0,,centerforhoperehab@nocoxmail.com,,0,Substance Use Disorder,,,,Derrick Freeman,"Center for Hope Children and Family Services, LLC",,
Absolute Health Inc- New Orleans,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,10555 Lake Forest Blvd Suite 5D,5042461073.0,,daintryconerly@bellsouth.net,,0,Substance Use Disorder,,,,Daintry  Conerly,Absolute Health Inc- New Orleans,,
"Acceptable Health Services, LLC",Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,5640 Read Blvd Suite 740,5042453440.0,,acceptablehealth@bellsouth.net,,0,Substance Use Disorder,,,,Elisabeth McKnight,"Acceptable Health Services, LLC",,
"Accountable Behavioral Services, LLC",Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,7240 Crowder Blvd. Suite 202,5046414577.0,,accbehser1@gmail.com,,0,Substance Use Disorder,,,,Katrina  Horton,"Accountable Behavioral Services, LLC",,
Algiers Behavioral Health Center,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"3100 General De Gaulle Drive, Suite A & B",5045683130.0,,leticia.provost@la.gov,,0,Substance Use Disorder,,,,Wanda  Bush,Algiers Behavioral Health Center,,
Alpha Behavioral Health Services,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,201 St. Charles Avenue Ste 2509,5047546950.0,,alphacare@yahoo.com,,0,Substance Use Disorder,,,,Latasha  Walker,Alpha Behavioral Health Services,,
Aspiring Behavioral Health Services,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"10001 Lake Forest Blvd, Suite 302",5042071921.0,,tthibodaux@aspiringhealthsvcs.com,,0,Substance Use Disorder,,,,Toinette  Thibodaux,Aspiring Behavioral Health Services,,
Bayou Health Services,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,"1615 Poydras Street, Suite 900",5047587351.0,,bayouhealthservices@gmail.com,,0,Substance Use Disorder,,,,David  Gaines,Bayou Health Services,,
BHG NEW ORLEANS DOWNTOWN TREATMENT CENTER,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,2235 Poydras Street Suite B,5045247205.0,,amanda.karistai@bhgrecovery.com,,0,Substance Use Disorder,,,,Amanada  Karistai,BHG NEW ORLEANS DOWNTOWN TREATMENT CENTER,,
Boys Town Louisiana Inc,Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,"300 N Broad Street, Suite 106",5042937900.0,,dennis.dillon@boystown.org,,0,Substance Use Disorder,,,,Dennis  Dillon,Boys Town Louisiana Inc,,
Bridge House Corporation,Behavioral Health Service,Behavioral Health Service,Jefferson,New Orleans,4150 Earhart Blvd,5045224478.0,,epedersen@bridgehouse.org,,0,Substance Use Disorder,,,,Else  Pedersen,Bridge House Corporation,,
"Bridges to Hope, LLC",Behavioral Health Service,Behavioral Health Service,Orleans,New Orleans,"200 South Broad Street, Suite 7A",5048217616.0,,jward@sigmahealthservices.com,,0,Substance Use Disorder,,,,Johanna  Mitchell,"Bridges to Hope, LLC",,
Behavioral Health Solutions of Louisiana,Behavioral Health Service,Behavioral Health Service,St. John The Baptist,Laplace,501 Rue De Sante Suite 4,9856527840.0,,behavioralhealthsolutions@yahoo.com,,0,Substance Use Disorder,,,,Shawane  Thomas,Behavioral Health Solutions of Louisiana,,
Delta Community Enhancement Program-Delta Recovery,Behavioral Health Service,Behavioral Health Service,East Carroll,Lake Providence,411 Sparrow Street,3185593356.0,,dceprogram@yahoo.com,,0,Substance Use Disorder,,,,Joseph  Jackson,Delta Community Enhancement Program-Delta Recovery,,
Changing Lives Counseling & Mentoring LLC,Behavioral Health Service,Behavioral Health Service,East Carroll,Lake Providence,202 Lake Street,3185525126.0,,clcmllc@yahoo.com,,0,Substance Use Disorder,,,,Jason  Richardson,Changing Lives Counseling & Mentoring LLC,,
A Peace of Mind II,Behavioral Health Service,Behavioral Health Service,St. Charles,Luling,12715 Highway 90 Ste 220,9857854451.0,,a.p.o.m@att.net,,0,Substance Use Disorder,,,,Tarasa  Anderson,A Peace of Mind II,,
Potter''''s House of CENLA,Behavioral Health Service,Behavioral Health Service,Rapides,Lecompte,"2204 St Charles Street, Room 101 and 102",3184063044.0,,pottershouse101@att.net,,0,Substance Use Disorder,,,,Myra  Parker,Potter''''s House of CENLA,,
Phoenix Family Life Center,Behavioral Health Service,Behavioral Health Service,Vernon,Leesville,282 Alexandria Highway,3374047731.0,,latondrafisher@bellsouth.net,,0,Substance Use Disorder,,,,Adiran  Fisher,Phoenix Family Life Center,,
Southwest Louisiana Rehab,Behavioral Health Service,Behavioral Health Service,Vernon,Leesville,"300 South First Street, Suite 301 and 302",3373532129.0,,southwestlouisianarehab@yahoo.com,,0,Substance Use Disorder,,,,Mark  Brown,Southwest Louisiana Rehab,,
Advanced Health Services,Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,2829 4th Avenue,3374777091.0,,ifnadvancedhealthservices@gmail.com,,0,Substance Use Disorder,,,,Michael  Johnson,Advanced Health Services,,
All About You Behavioral Health,Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,3109 Common Street Suite 100,3376026145.0,,allaboutyoubh@gmail.com,,0,Substance Use Disorder,,,,Satrica  Williams,All About You Behavioral Health,,
"Beyond Words, Inc",Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,1409 Kirkman Street,3374193586.0,,kizzyhdixon@yahoo.com,,0,Substance Use Disorder,,,,Rachnee  Warren,"Beyond Words, Inc",,
BHG Lake Charles Treatment Center,Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,"2829 4th Avenue, Suite 200",3374338281.0,,derek.walsh@bhgrecovery.com,,0,Substance Use Disorder,,,,Derek  Walsh,BHG Lake Charles Treatment Center,,
Cognitive Development Center of Lake Charles,Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,1202 Kirkman Street Suite C,3379905305.0,,twallace@seasidehc.org,,0,Substance Use Disorder,,,,Tarkisha  Wallace,Cognitive Development Center of Lake Charles,,
Disney and Associates,Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,2711 Ernest Street,3374317194.0,,kjelfert13@gmail.com,,0,Substance Use Disorder,,,,Randy  North,Disney and Associates,,
"Family & Youth Counseling Agency, Inc",Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,220 Louie Street,3374369533.0,,julio@fyca.org,,0,Substance Use Disorder,,,,Julio  Galan,"Family & Youth Counseling Agency, Inc",,
"Helping Hands Counseling, Inc",Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,"3519 Patrick Street, Ste 245",3374772407.0,,linmchh@yahoo.com,,0,Substance Use Disorder,,,,Lin  McDonald,"Helping Hands Counseling, Inc",,
"Kingdom Expressions, LLC",Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,1639 Ryan Street,3376026391.0,,kingdomexpressions@yahoo.com,,0,Substance Use Disorder,,,,Shakera  McKenzie,"Kingdom Expressions, LLC",,
Lake Charles Behavioral Health Clinic,Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,4105 Kirkman Street,3374578022.0,,tanya.mcgee@la.gov,,0,Substance Use Disorder,,,,Tanya  McGee,Lake Charles Behavioral Health Clinic,,
Lasting ImpressionTherapeutic Counseling Ctr LLC,Behavioral Health Service,Behavioral Health Service,Calcasieu,Lake Charles,2805 5th Avenue,3374295672.0,,natalia.butler@ymail.com,,0,Substance Use Disorder,,,,Natalia  Butler,Lasting ImpressionTherapeutic Counseling Ctr LLC,,
